2020	
	
(27,032)	
	
15,482	
(7,703)	
1,131	
-	
(1)	
156	
(17,967)	
	
(51)	
4,541	
3,893	
(7,463)	
5,384	
3,851	
10,155	
(1,785)	
(9,597)	
