2020	
	
15,557	
265,741	
(37,517)	
243,781	
	
	
-	
5,740	
63,867	
69,607	
	
9,633	
4,366	
5,384	
4,243	
3,070	
-	
2,761	
29,457	
99,065	
342,846	
