		7,921.		
		6,955.		
		5,726.		
		7,498.		
		1,272.		
		1,147.		
		75.		
		887.		
		756.		
		734.		
		324.		
		750.		
		297.		
		360.		
		171.		
		180.		
		126.		
		(62.6		
		110.		
		1,738.		
		36,970.		
