Particulars	ndFor the Year Ended 32Asar 2079	stFor the Year Ended 31Asar 2078			
	Pension or GratuityPlan	Staff SecurityPlan	Pension or GratuityPlan	Staff SecurityPlan	
Opening	18,789,259,309	1,971,672,919	19,037,326,365	1,956,932,094	
